time,open,high,low,close,tick_volume,spread,real_volume,ep_high,ep_low
2022.02.07 11:00:00,1.35361,1.35363,1.35321,1.35355,114,8,0.00000,0.00000,0.00000
2022.02.07 10:59:00,1.35333,1.35363,1.35332,1.35361,104,8,0.00000,1.35361,0.00000
2022.02.07 10:58:00,1.35391,1.35391,1.35332,1.35332,106,8,0.00000,0.00000,1.35332
2022.02.07 10:57:00,1.35432,1.35436,1.35389,1.35391,64,8,0.00000,0.00000,0.00000
2022.02.07 10:56:00,1.35443,1.35451,1.35431,1.35431,105,8,0.00000,0.00000,0.00000
2022.02.07 10:55:00,1.35426,1.35451,1.35426,1.35443,120,8,0.00000,1.35443,0.00000
2022.02.07 10:54:00,1.35442,1.35443,1.35411,1.35426,56,8,0.00000,0.00000,1.35426
2022.02.07 10:53:00,1.35452,1.35462,1.35439,1.35441,71,9,0.00000,0.00000,0.00000
2022.02.07 10:52:00,1.35495,1.35497,1.35445,1.35452,84,8,0.00000,0.00000,0.00000
2022.02.07 10:51:00,1.35481,1.35498,1.35473,1.35495,72,8,0.00000,1.35495,0.00000
